,strain(%),stress(MPa),stress_alpha,stress_beta,strain_t,stress_t,strain
280,0.494474,201.143,193.97406950190344,231.94397804105026,0.0049325549246775,202.13759983782,0.00494474
281,0.496015,201.146,193.97993705598833,231.95099415325183,0.0049478889835945,202.1437143319,0.00496015
282,0.497475,201.15,193.98661273606265,231.9589765799573,0.004962416817307,202.1506709625,0.00497475
283,0.498812,201.152,193.99112229975472,231.9643688787561,0.0049757205456492,202.15537031424,0.0049881199999999
284,0.500203,201.153,193.9947717370594,231.9687326837133,0.0049895614094965,202.15917334059,0.0050020299999999
285,0.501664,201.157,194.00144960629157,231.97671772809846,0.0050040985879002,202.16613225248005,0.00501664
286,0.503083,201.159,194.00611762888326,231.9822995037053,0.0050182176574366,202.17099673197,0.0050308299999999
287,0.504622,201.16,194.01005289381823,231.9870050862917,0.0050335305032805,202.17509761520003,0.00504622
288,0.505754,201.16,194.01223806078372,231.98961799388272,0.0050447936034499,202.1773747464,0.00505754
289,0.507396,201.158,194.01347874502554,231.99110153876723,0.0050611308430787,202.17866764568,0.00507396
290,0.50854,201.155,194.01279357230445,231.9902822453071,0.0050725130252358,202.177953637,0.0050854
291,0.510074,201.153,194.01382565271985,231.99151635272062,0.0050877752934358,202.17902915322,0.00510074
292,0.511321,201.153,194.01623272726434,231.9943946057094,0.0051001819330376,202.18153753113,0.00511321
293,0.512635,201.152,194.01780459808424,231.99627416606444,0.0051132550018019,202.1831755552,0.0051263499999999
294,0.514078,201.152,194.0205899960796,231.99960479831404,0.0051276113027978,202.18607817856,0.00514078
295,0.515295,201.15,194.02101003250175,232.00010705574942,0.0051397189861861,202.1865158925,0.00515295
296,0.516665,201.152,194.0255836375307,232.00557593180653,0.0051533486597964,202.1912819808,0.00516665
297,0.517794,201.154,194.02969209238057,232.01048860577336,0.005164580565069,202.19556334276,0.00517794
298,0.518919,201.156,194.03379286928205,232.01539209885382,0.0051757725506843,202.19983670364,0.00518919
299,0.520079,201.161,194.0408550655117,232.02383670122472,0.0051873126002422,202.20719611719,0.0052007899999999
300,0.521328,201.167,194.04905379690763,232.03364031249993,0.0051997379012651,202.21573989776,0.00521328
301,0.522641,201.173,194.0573762231232,232.04359183152692,0.0052127997205929,202.22441257893,0.00522641
302,0.523703,201.177,194.0632849554921,232.05065718255213,0.0052233644488927,202.23056998431,0.00523703
303,0.524803,201.183,194.0711964308628,232.06011730819867,0.0052343070818115,202.23881441949,0.00524803
304,0.526022,201.191,194.0812671023498,232.0721592868623,0.0052464333687842,202.24930892202,0.0052602199999999
305,0.527391,201.201,194.09355692088747,232.08685480471343,0.0052600516404623,202.26211596591003,0.00527391
306,0.52853,201.21,194.10443822107553,232.09986609049176,0.0052713818215814,202.273455213,0.0052853
307,0.529774,201.223,194.11938125631775,232.1177341851654,0.0052837563415617,202.28902713602,0.00529774
308,0.530858,201.235,194.13305091954527,232.13407964863697,0.0052945391585579,202.3032720963,0.00530858
309,0.532314,201.251,194.15129812534747,232.1558986964755,0.0053090221689029,202.32228724814,0.00532314
310,0.533228,201.266,194.16753423595557,232.17531298258098,0.0053181137316929,202.33920666648,0.00533228
311,0.534388,201.285,194.18810473199176,232.19991009854172,0.0053296521387532,202.3606428858,0.00534388
312,0.535833,201.3,194.20536717362234,232.22055161723944,0.0053440252268497,202.378631829,0.00535833
313,0.536954,201.318,194.22489841288507,232.24390604467558,0.0053551754179496,202.39898505372005,0.00536954
314,0.538262,201.335,194.24382655323473,232.26653931818936,0.0053681854748431,202.4187097977,0.00538262
315,0.539319,201.351,194.26130534827524,232.28743954090197,0.0053786988298849,202.43692419969,0.00539319
316,0.540546,201.369,194.28104256899846,232.31104027012196,0.0053909029359501,202.45749207474,0.00540546
317,0.541784,201.383,194.2969422194025,232.33005223483275,0.005403216300332,202.47406087272,0.00541784
318,0.542846,201.401,194.31636135177956,232.3532726107583,0.0054137790171345,202.49429727246,0.00542846
319,0.543938,201.417,194.33390916898543,232.37425536654163,0.0054246399994258,202.51258360146,0.00543938
320,0.545209,201.435,194.35373301659723,232.39795967963343,0.0054372811590205,202.53324174915,0.00545209
321,0.546636,201.45,194.37096429922556,232.41856394003702,0.0054514736788617,202.551198222,0.00546636
322,0.547623,201.469,194.3912048229216,232.44276649244907,0.0054612899710315,202.57229058187,0.0054762299999999
323,0.548763,201.487,194.41077665310777,232.466169456374,0.0054726278177495,202.59268610581,0.00548763
324,0.549876,201.505,194.4302966680247,232.48951046232844,0.0054836970125044,202.6130276338,0.00549876
325,0.550966,201.521,194.44784278677133,232.51049118718373,0.0054945373450377,202.63131219286,0.0055096599999999
326,0.552094,201.538,194.46642764333222,232.5327139800195,0.0055057554736929,202.65067920572,0.0055209399999999
327,0.553454,201.559,194.48932129078474,232.56008899811155,0.005519280709705,202.67453634786,0.00553454
328,0.554319,201.581,194.51222289669033,232.58747353250274,0.0055278830624346,202.69840178339,0.00554319
329,0.555549,201.6,194.53293616533446,232.61224136842995,0.0055401151822431,202.719986784,0.00555549
330,0.556807,201.619,194.55370405589804,232.63707451837215,0.0055526256020406,202.74162870533,0.00556807
331,0.558059,201.638,194.57446079551676,232.6618943346016,0.0055650761983085,202.76325900642,0.00558059
332,0.559009,201.657,194.59463358278632,232.68601589136173,0.0055745234322947,202.78428077913003,0.00559009
333,0.560332,201.677,194.61649357854185,232.71215492318447,0.0055876797999861,202.80706076764,0.00560332
334,0.561651,201.696,194.63738133639905,232.73713140412443,0.0056007962179961,202.82882760096,0.00561651
335,0.562647,201.717,194.6595743753267,232.76366867143503,0.0056107005409437,202.85195464899,0.00562647
336,0.563873,201.736,194.680283024082,232.78843098314243,0.0056228918720523,202.87353483528,0.00563873
337,0.565034,201.756,194.70183131154266,232.81419729060008,0.0056344367068285,202.89598999704,0.00565034
338,0.566248,201.77,194.71769238026306,232.83316312136517,0.0056465084242455,202.9125185896,0.00566248
339,0.567351,201.791,194.74009424921732,232.85995009662508,0.0056574762586153,202.93586325641,0.00567351
340,0.568734,201.81,194.7611086719666,232.88507803677305,0.0056712281420728,202.9577620854,0.00568734
341,0.569733,201.831,194.78331003823257,232.91162526147633,0.0056811615975169,202.98089781123,0.00569733
342,0.570955,201.851,194.8049786651841,232.93753546456034,0.005693312296733,203.00347837705,0.00570955
343,0.572064,201.871,194.82642885958762,232.96318447750565,0.0057043392764963,203.02583131744,0.00572064
344,0.573145,201.893,194.84975546114296,232.99107719931536,0.0057150877303659,203.05013963485,0.00573145
345,0.574177,201.916,194.8739527003806,233.02001098381967,0.0057253488662313,203.07535523132,0.00574177
346,0.575516,201.942,194.90164072065946,233.05311886047585,0.0057386623342268,203.10420852072,0.00575516
347,0.576547,201.964,194.92487188375705,233.0808974620034,0.0057489132855183,203.12841738308,0.00576547
348,0.577771,201.99,194.952338204818,233.11374024240897,0.0057610830466468,203.15703964290003,0.00577771
349,0.579024,202.016,194.97986135529436,233.146650976437,0.0057735409902129,203.18572112384,0.0057902399999999
350,0.580172,202.041,195.0062163731641,233.17816491900547,0.0057849548357922,203.21318531052,0.00580172
351,0.581378,202.067,195.03364959994045,233.2109681270082,0.0057969451987618,203.24177308326,0.0058137799999999
352,0.582379,202.093,195.0606858694046,233.24329667435995,0.0058068972896845,203.26994719247,0.00582379
353,0.583612,202.122,195.09106826004842,233.27962633721862,0.0058191558229873,203.30160824664003,0.00583612
354,0.585187,202.149,195.12018431318546,233.31444178036932,0.0058348143148395,203.33194966863,0.00585187
355,0.586172,202.177,195.14912175703557,233.34904365193992,0.0058446069613165,203.36210496444,0.00586172
356,0.587378,202.203,195.17655805473024,233.3818505319851,0.0058565966090611,203.39069593734,0.0058737799999999
357,0.58859,202.238,195.21269395759805,233.42505994179325,0.0058686457619701,203.4283526442,0.0058858999999999
358,0.590077,202.269,195.24550335478466,233.4642916912747,0.0058834286415089,203.46254284713,0.00590077
359,0.591329,202.294,195.27206570056848,233.49605354564537,0.0058958751197886,203.49022308726003,0.00591329
360,0.59272,202.318,195.29793321117234,233.52698455269635,0.0059097032538471,203.5171792496,0.0059272
361,0.593947,202.343,195.32444823693152,233.55868982427333,0.0059219008812378,203.54481017821,0.00593947
362,0.595175,202.365,195.348069817236,233.58693526613834,0.0059341083006828,203.56942588875,0.00595175
363,0.596655,202.385,195.37025065464294,233.613457943513,0.0059488206277194,203.59254022175,0.00596655
364,0.59774,202.405,195.39166484899314,233.6390639094902,0.0059596062164532,203.614855647,0.0059774
365,0.598963,202.424,195.4123821628997,233.66383658252917,0.0059717634733246,203.63644486312,0.00598963
366,0.600263,202.441,195.43131876006842,233.6864799682619,0.0059846859882454,203.65617841983,0.00600263
367,0.601488,202.449,195.44142159662655,233.69856040822387,0.005996862820643,203.66670644112,0.00601488
368,0.602754,202.457,195.45160427630296,233.71073632038227,0.0060094470483654,203.67731766578,0.00602754
369,0.604017,202.47,195.46660837283923,233.72867742893592,0.0060220012978444,203.6929532199,0.00604017
370,0.605093,202.484,195.4822148537215,233.7473388369703,0.0060326966386272,203.70921651012,0.0060509299999999
371,0.60635,202.497,195.49720791014826,233.76526674434237,0.0060451909578495,203.7248405595,0.0060634999999999
372,0.607587,202.512,195.51409330287774,233.78545740781874,0.006057486328821,203.74243658544003,0.00607587
373,0.608809,202.526,195.52998444334807,233.80445919679892,0.0060696324563166,203.75899651534,0.00608809
374,0.610079,202.54,195.5459692050648,233.8235729331356,0.0060822555257774,203.7756540066,0.00610079
375,0.611178,202.557,195.56451836590432,233.84575304290746,0.0060931788249991,203.79498382146,0.00611178
376,0.612414,202.576,195.5852651851199,233.87056099684128,0.0061054636668285,203.81660378464,0.00612414
377,0.613655,202.595,195.6060221756968,233.8953811131534,0.0061177980527872,203.83823434725,0.0061365499999999
378,0.615047,202.614,195.6270732099655,233.92055283142838,0.0061316330572989,203.86017132858,0.00615047
379,0.616247,202.635,195.6496824640364,233.9475877868903,0.0061435596317016,203.88373210845,0.00616247
380,0.617461,202.655,195.6713538885314,233.97350133512947,0.0061556252047319,203.90631558955,0.00617461
381,0.618643,202.673,195.6910324411324,233.99703191209824,0.0061673725997224,203.92682232739003,0.00618643
382,0.619891,202.691,195.71083977544743,234.02071647945934,0.0061797757908528,203.94746326681,0.0061989099999999
383,0.621054,202.713,195.73434449172385,234.04882218147338,0.0061913340748793,203.97195719502,0.00621054
384,0.622247,202.731,195.754045722604,234.07237987593422,0.0062031903701604,203.99248756557,0.00622247
385,0.62348,202.748,195.772859592935,234.09487651137692,0.0062154440464834,204.0120932304,0.0062348
386,0.624683,202.764,195.7906498841765,234.11614920484394,0.0062273994351148,204.03063223812,0.00624683
387,0.625988,202.785,195.81346713247905,234.14343286885548,0.0062403683359739,204.0544097658,0.00625988
388,0.627103,202.806,195.8359151373423,234.17027501100594,0.006251448911129,204.07780251018,0.0062710299999999
389,0.628054,202.826,195.85707874827568,234.19558134252847,0.0062608996006336,204.09985680604,0.00628054
390,0.629193,202.842,195.87474606623132,234.2167069910158,0.0062722184477011,204.11826766506,0.00629193
391,0.630337,202.862,195.89628611839987,234.24246345114477,0.0062835868534607,204.14071424494,0.00630337
392,0.63166,202.88,195.91624375095168,234.26632773722298,0.0062967338958208,204.161511808,0.0063166
393,0.632697,202.895,195.93274793146583,234.28606256720616,0.0063070387507436,204.17871057815,0.0063269699999999
394,0.633649,202.915,195.95391537542372,234.3113734820576,0.0063164988519373,204.20076886835,0.00633649
395,0.634996,202.934,195.97488669739838,234.33644988456888,0.0063298839472662,204.22262278264003,0.00634996
396,0.636221,202.955,195.99755234610285,234.363552273764,0.0063420565769971,204.24624233055,0.00636221
397,0.637332,202.977,196.02096217083434,234.3915445094654,0.0063530962787706,204.27063737364,0.00637332
398,0.63833,202.997,196.04222086089794,234.41696453160526,0.0063630130266783,204.2927907501,0.0063833
399,0.639503,203.018,196.0647866162135,234.44394747354607,0.0063746685575684,204.31630620054,0.00639503
400,0.640641,203.04,196.0882504122941,234.47200424534478,0.0063859761806395,204.3407574864,0.00640641
401,0.642,203.07,196.11987152971113,234.50981511245007,0.0063994795805678,204.3737094,0.00642
402,0.64303,203.096,196.14698907808713,234.54224084884464,0.0064097138240184,204.4019682088,0.0064303
403,0.644273,203.126,196.1783855034037,234.57978304096798,0.0064220643298029,204.43468597398,0.00644273
404,0.645305,203.154,196.2074396842098,234.61452450044345,0.0064323182138863,204.4649629197,0.00645305
405,0.646854,203.183,196.23846826831337,234.65162684741406,0.006447708778603,204.49729736282,0.00646854
406,0.647805,203.215,196.27122907544538,234.69080049546687,0.0064571576135073,204.53143693075,0.00647805
407,0.648693,203.243,196.30000423650677,234.72520831782418,0.0064659804197541,204.56142311399,0.0064869299999999
408,0.650088,203.271,196.3297688375645,234.76079926042732,0.0064798404142667,204.59244037848,0.00650088
409,0.651286,203.296,196.3562522723224,234.79246675714845,0.0064917429659106,204.62003838656,0.00651286
410,0.652554,203.324,196.38577048664314,234.8277630834657,0.0065043408378639,204.65079889496,0.00652554
411,0.653618,203.346,196.40909598071752,234.85565448100806,0.0065149118003877,204.67510605828,0.00653618
412,0.654417,203.372,196.43576833936532,234.8875478829684,0.0065228498839323,204.70290094124,0.00654417
413,0.655457,203.395,196.4600137775573,234.91653930124426,0.0065331822136819,204.72816676515,0.0065545699999999
414,0.65681,203.417,196.483904742631,234.94510685923103,0.0065466240175042,204.7530631977,0.0065681
415,0.658462,203.436,196.50548219742464,234.97090804344958,0.0065630360858348,204.77554875432,0.00658462
416,0.659495,203.456,196.52681767236464,234.99641988090127,0.0065732984590022,204.7977821472,0.00659495
417,0.66119,203.49,196.56296957865746,235.03964842676237,0.0065901372652088,204.835455531,0.0066119
418,0.662916,203.511,196.58662545481755,235.0679348778056,0.0066072837464159,204.86010698076,0.0066291599999999
419,0.664035,203.531,196.60813049567102,235.09364947324764,0.0066183999928446,204.88251707585,0.00664035
420,0.665154,203.551,196.62963596604772,235.11936458229093,0.0066295161157035,204.90492761854,0.00665154
421,0.666468,203.568,196.648624769087,235.1420703930546,0.0066425692067875,204.92471557824004,0.0066646799999999
422,0.668569,203.6,196.68364195290508,235.18394209753254,0.0066634398911093,204.961206484,0.0066856899999999
423,0.66982,203.625,196.7102371663031,235.2157432532655,0.0066758667313778,204.988920975,0.0066982
424,0.670559,203.641,196.72713796299624,235.23595233599048,0.0066832075340888,205.00653305319,0.00670559
425,0.672092,203.662,196.75042103496378,235.26379300741132,0.0066984353061721,205.03079600904,0.00672092
426,0.673206,203.679,196.7690214630274,235.28603441983012,0.0067095008737426,205.05017924874,0.00673206
427,0.674095,203.697,196.78814853081107,235.3089055602944,0.0067183313869462,205.07011129215,0.00674095
428,0.675714,203.716,196.8096690646325,235.33463868141166,0.0067344128524125,205.09253753224,0.00675714
429,0.677151,203.753,196.8482243826999,235.3807411005142,0.0067486863021599,205.13271547703,0.00677151
430,0.678713,203.774,196.87156713856993,235.4086531388028,0.0067642011222301,205.15704062862,0.00678713
431,0.679963,203.796,196.89526650165337,235.43699158921905,0.0067766167779629,205.18173739548,0.00679963
432,0.681765,203.831,196.93260606256564,235.48164026993464,0.0067945149159848,205.22064841715,0.00681765
433,0.682951,203.853,196.95618155677477,235.50983060447362,0.0068062945368001,205.24521610203,0.00682951
434,0.683642,203.872,196.97589060434424,235.53339764571993,0.0068131576414462,205.26575461824,0.0068364199999999
435,0.685168,203.889,196.99530125904985,235.55660788449237,0.0068283139111787,205.28598218352,0.00685168
436,0.686476,203.906,197.01428584875035,235.57930865716736,0.0068413048166909,205.30576575256,0.00686476
437,0.688777,203.952,197.06323452497728,235.63783890666448,0.0068641576743864,205.35677446704003,0.00688777
438,0.689526,203.974,197.08595750897697,235.66500985438645,0.0068715964102268,205.38045376324,0.0068952599999999
439,0.690412,203.999,197.11184771473967,235.69596799911332,0.0068803956978698,205.40743357588,0.00690412
440,0.691775,204.026,197.14060474138043,235.73035413728542,0.0068939321483407,205.4374008615,0.00691775
441,0.692828,204.052,197.1677891942936,235.76285987460244,0.0069043897502062,205.46572939056,0.00692828
442,0.69375,204.076,197.1927850847239,235.79274864414765,0.0069135462690683,205.49177725,0.0069375
443,0.695192,204.109,197.22749642374774,235.83425463552575,0.0069278668170161,205.52794943928004,0.00695192
444,0.696104,204.141,197.26020412529436,235.87336478271592,0.0069369238122101,205.56203366664,0.0069610399999999
445,0.696845,204.174,197.29354365233627,235.9132304335628,0.0069442825604055,205.5967763103,0.00696845
446,0.698381,204.203,197.32457626682822,235.95033759985964,0.006959536149386,205.62911495343,0.00698381
447,0.699525,204.231,197.35387515265742,235.98537166471604,0.006970896744168,205.65964690275,0.00699525
448,0.700394,204.264,197.3874673016818,236.02553938762696,0.0069795263404889,205.69465280016,0.0070039399999999
449,0.701603,204.295,197.4197938650186,236.06419378981585,0.006991532179736,205.72833984885,0.0070160299999999
450,0.702861,204.323,197.44931814772718,236.09949737239168,0.007004024454982,205.75910668103003,0.0070286099999999
451,0.703823,204.35,197.477296288172,236.13295215946516,0.0070135772660496,205.7882623005,0.0070382299999999
452,0.70497,204.377,197.5056377547212,236.16684139276228,0.0070249670369025,205.81779653690003,0.0070497
453,0.706286,204.398,197.5285129576634,236.19419435588017,0.0070380348269173,205.84163445828,0.00706286
454,0.707217,204.421,197.5525662632658,236.22295603212265,0.0070472794901215,205.86670006357,0.00707217
455,0.708405,204.443,197.57615776930606,236.25116551276622,0.0070590759931754,205.89128443415,0.00708405
456,0.709502,204.465,197.59957122815328,236.27916209395187,0.0070699687684638,205.9156832643,0.00709502
457,0.710695,204.485,197.62124066178515,236.30507326162171,0.0070818146510296,205.93826467075,0.00710695
458,0.712054,204.501,197.63937053361707,236.3267520076772,0.0070953086581045,205.95715755054,0.00712054
459,0.713024,204.514,197.65383801276045,236.3440514574096,0.0071049400308176,205.97223390336,0.0071302399999999
460,0.713907,204.531,197.67200084063498,236.36576961056537,0.0071137074781061,205.99116112617,0.00713907
461,0.715221,204.547,197.69004347675124,236.38734404474567,0.0071267542505672,206.00996309887003,0.00715221
462,0.716475,204.565,197.70990171423202,236.4110894794319,0.0071392051212585,206.03065708375,0.00716475
463,0.717417,204.583,197.72914786430664,236.4341030122291,0.0071485580656976,206.05071322111,0.00717417
464,0.71857,204.6,197.74784210345706,236.45645659900555,0.0071600058711982,206.07019422,0.0071857
465,0.719678,204.62,197.76934792016806,236.48217212217716,0.0071710067611583,206.0926051236,0.00719678
466,0.720648,204.641,197.79154969355025,236.5087198336886,0.0071806374048262,206.11574127368,0.0072064799999999
467,0.721853,204.66,197.81228030770677,236.53350841046608,0.0071926011164961,206.1373443498,0.00721853
468,0.722892,204.682,197.8355849688684,236.5613748971084,0.007202916600278,206.16162980344,0.00722892
469,0.724068,204.707,197.86205887393,236.59303099872056,0.0072145921301546,206.18921788076,0.00724068
470,0.725069,204.729,197.88528981621081,236.62080933620703,0.007224530122592,206.21342651301,0.00725069
471,0.726333,204.752,197.91000451259342,236.65036186871706,0.0072370790548652,206.23918134416,0.00726333
472,0.727331,204.774,197.9332304701881,236.67813424577838,0.0072469870404554,206.26338478194,0.00727331
473,0.7284,204.796,197.9565963819948,236.7060739727167,0.0072575997938848,206.287734064,0.007284
474,0.729399,204.82,197.98175838962982,236.7361613764679,0.0072675175037472,206.3139550318,0.00729399
475,0.730415,204.84,198.00308778188378,236.76166594056394,0.0072776038825622,206.336182086,0.00730415
476,0.731707,204.858,198.02302687181438,236.78550805435214,0.0072904301149795,206.35696032606,0.00731707
477,0.732703,204.876,198.0423844665259,236.80865484677764,0.0073003177174597,206.37713259828,0.00732703
478,0.733688,204.895,198.06268743177674,236.83293206351289,0.007310096023361,206.3982900276,0.00733688
479,0.734609,204.913,198.0818982442676,236.85590334148816,0.0073192389010616,206.41830934017,0.0073460899999999
480,0.735769,204.933,198.10351272862684,236.88174880371136,0.0073307542415453,206.44083348477,0.00735769
481,0.73686,204.951,198.1230585819566,236.9051207058793,0.0073415844968054,206.4612019386,0.0073685999999999
482,0.737732,204.972,198.14507413875032,236.93144574939998,0.0073502406751488,206.48414403504,0.00737732
483,0.738937,204.994,198.1687118100542,236.95971043203474,0.0073622023579183,206.50877651378,0.0073893699999999
484,0.740104,205.017,198.19324194651628,236.98904227751035,0.0073737866894122,206.53433901768,0.00740104
485,0.741138,205.041,198.2184776343693,237.01921778418642,0.0073840506722003,206.56063676658,0.0074113799999999
486,0.74223,205.067,198.24576140585302,237.05184228142025,0.007394890276589,206.5890687941,0.0074223
487,0.743115,205.093,198.27263832531037,237.0839802864249,0.007403675034607,206.61707684695,0.00743115
488,0.744359,205.123,198.3040893521258,237.1215877681454,0.0074160231967566,206.64985151157,0.00744359
489,0.745447,205.15,198.33233367937825,237.1553608473866,0.0074268227505565,206.67928452050003,0.0074544699999999
490,0.74639,205.177,198.36029307887844,237.18879322502534,0.0074361829312372,206.7084206103,0.0074639
491,0.747641,205.208,198.39272662410002,237.22757555051857,0.0074486001725202,206.74221914328,0.00747641
492,0.748482,205.239,198.42435341772975,237.26539320494012,0.0074569477276739,206.77517697198,0.00748482
493,0.749516,205.266,198.4524936572356,237.299041821535,0.0074672108569385,206.80450151256,0.00749516
494,0.750789,205.296,198.48400572342746,237.33672229092764,0.0074798460735455,206.83733978544,0.00750789
495,0.751812,205.325,198.51405910982814,237.37265854783698,0.0074899997886334,206.868657989,0.00751812
496,0.753051,205.351,198.54163819531178,237.40563616600127,0.0075022972585958,206.89739775901,0.00753051
497,0.75409,205.379,198.57075743446325,237.4404554188203,0.0075126095482233,206.9277425011,0.0075409
498,0.755087,205.406,198.5988275852408,237.4740202270046,0.0075225048791939,206.95699400322,0.0075508699999999
499,0.756081,205.433,198.6268923385639,237.50757858119707,0.0075323703373704,206.98623988073,0.00756081
500,0.757347,205.456,198.65162636199454,237.53715422397343,0.0075449352568658,207.01201485232,0.00757347
501,0.758327,205.478,198.67483011696183,237.56490005230208,0.0075546615474371,207.03619515306,0.00758327
502,0.759458,205.5,198.6983320587351,237.59300243671137,0.0075658863631525,207.06068619,0.00759458
503,0.760534,205.524,198.7236598304369,237.62328805240483,0.0075765652043865,207.08707989816,0.00760534
504,0.761669,205.542,198.74330293487773,237.6467762423303,0.0075878294718779,207.10754969598003,0.00761669
505,0.762817,205.563,198.7658728772674,237.67376419095388,0.0075992226283403,207.13106950971,0.00762817
506,0.763843,205.583,198.78723565524072,237.6993086759351,0.0076094049039759,207.15333135469,0.00763843
507,0.764739,205.606,198.81124319527794,237.72801562812472,0.0076182969429225,207.17834926834,0.00764739
508,0.76587,205.625,198.8318469897662,237.752652560621,0.007629521044369,207.1998201875,0.0076587
509,0.767209,205.645,198.8538286377454,237.77893705776683,0.0076428091855186,207.22272694805,0.00767209
510,0.768196,205.665,198.87511609597135,237.80439147936036,0.0076526039905555,207.2449103034,0.00768196
511,0.769155,205.685,198.89634866715573,237.82978026991978,0.0076621208368895,207.26703646175,0.00769155
512,0.770164,205.704,198.9167133005509,237.85413122617467,0.007672133771388,207.28825815456003,0.0077016399999999
513,0.771369,205.723,198.9374652346338,237.8789452961975,0.0076840916044171,207.30988344787,0.00771369
514,0.772532,205.743,198.9591017136241,237.9048170584423,0.0076956325143055,207.33243051276,0.00772532
515,0.773337,205.761,198.97809768700466,237.9275314431225,0.0077036207703188,207.35222594457,0.00773337
516,0.774668,205.782,199.00103376575714,237.95495719832869,0.0077168285418372,207.37612730376,0.00774668
517,0.775365,205.804,199.023685339736,237.98204275770806,0.007723744938621,207.3997321846,0.00775365
518,0.776612,205.823,199.0445223328998,238.00695853690078,0.0077361189179646,207.42144611676,0.00776612
519,0.777481,205.84,199.06267897206052,238.02866928991853,0.0077447419132812,207.4403668904,0.00777481
520,0.778691,205.863,199.0873120357888,238.0581242103991,0.0077567484917752,207.46603665333,0.00778691
521,0.779666,205.887,199.1124484373623,238.08818099577027,0.0077664231092358,207.49223093742,0.0077966599999999
522,0.780661,205.906,199.13278928041993,238.1125035047923,0.0077762960838914,207.51342783866,0.00780661
523,0.7816,205.929,199.15688828288867,238.14131982294128,0.0077856133042416,207.538541064,0.007816
524,0.782592,205.952,199.1810924460964,238.1702618867644,0.0077954563223904,207.56376387584,0.00782592
525,0.783788,205.973,199.20376599577315,238.19737372352608,0.0078073233807761,207.58739165724003,0.00783788
526,0.784792,205.992,199.2241262020755,238.2217193860965,0.0078172852508254,207.60860873664,0.00784792
527,0.78556,206.01,199.24305307130132,238.24435113966734,0.0078249054190932,207.628332156,0.0078556
528,0.7867,206.03,199.26465000374483,238.27017561423395,0.0078362164992985,207.65083801,0.0078669999999999
529,0.787858,206.055,199.29111883684345,238.30182565105983,0.0078477060445219,207.6784208019,0.00787858
530,0.788908,206.075,199.31253872539918,238.32743842586814,0.0078581239118271,207.700742161,0.00788908
531,0.789654,206.096,199.33432498281283,238.35348928526463,0.0078655254925567,207.72344530784,0.00789654
532,0.790778,206.121,199.36072800715766,238.385060631448,0.0078766773686477,207.75095952138005,0.00790778
533,0.791824,206.147,199.38794448319578,238.41760466033165,0.0078870552483816,207.77932142128,0.00791824
534,0.792883,206.172,199.4142199786216,238.44902351414913,0.0078975619977851,207.80670273876,0.00792883
535,0.793851,206.2,199.4432176165913,238.48369736267827,0.0079071658043531,207.836920762,0.00793851
536,0.794791,206.23,199.47409484479078,238.5206187262289,0.0079164917265943,207.8690974793,0.00794791
537,0.79574,206.26,199.50499042791103,238.55756203762718,0.0079259068513555,207.901293324,0.0079574
538,0.79691,206.289,199.53535678506515,238.59387252848313,0.0079375144174052,207.9329376699,0.0079691
539,0.797896,206.32,199.56729404126685,238.63206141769996,0.0079472964154594,207.9662190272,0.00797896
540,0.798955,206.349,199.5974418749784,238.6681106097302,0.0079578025319464,207.99763565295,0.00798955
541,0.800028,206.38,199.62955260650344,238.70650693160383,0.0079684474269161,208.0310977864,0.00800028
542,0.800835,206.411,199.6611370972296,238.74427400244087,0.0079764533450258,208.06401153185,0.00800835
543,0.802245,206.44,199.69198201412237,238.78115672983236,0.0079904412265601,208.096154578,0.00802245
544,0.803114,206.473,199.7256251127098,238.82138537554792,0.0079990620291451,208.13121356922,0.0080311399999999
545,0.804159,206.503,199.7567155414691,238.85856167310124,0.0080094287186446,208.16361245977,0.00804159
546,0.805243,206.531,199.7859491843327,238.89351772385498,0.0080201821853903,208.19407642033,0.00805243
547,0.806307,206.554,199.81030700919538,238.9226435281936,0.0080307371362352,208.21945936078,0.00806307
548,0.807354,206.581,199.83850104982452,238.95635647733857,0.0080411233371982,208.24883996674,0.00807354
549,0.808421,206.604,199.8628657989259,238.98549056131722,0.0080517078264328,208.27423012284,0.00808421
550,0.809583,206.629,199.88935415280906,239.01716394006934,0.0080632345748081,208.30183325707,0.00809583
551,0.81078,206.652,199.91397768334804,239.04660746126416,0.008075108375472,208.3274930856,0.0081078
552,0.811702,206.673,199.93612153325887,239.07308591093866,0.0080842541809481,208.35056887446,0.00811702
553,0.812731,206.692,199.95654315932862,239.0975050160327,0.0080944612772282,208.37184995852,0.00812731
554,0.813808,206.709,199.97512552793668,239.11972483390554,0.0081051443946921,208.39121437872,0.0081380799999999
555,0.815011,206.728,199.99589307306806,239.14455757079804,0.008117077212689,208.41285594008,0.00815011
556,0.815843,206.751,200.01979477459096,239.17313796686548,0.0081253299179024,208.43776356093,0.00815843
557,0.817014,206.774,200.04436949810668,239.20252312719194,0.0081369450883408,208.46337252836,0.00817014
558,0.817939,206.796,200.06748910005106,239.23016832976708,0.0081461200849001,208.48746513444,0.00817939
559,0.819112,206.815,200.088198863945,239.25493197489854,0.0081577548513698,208.5090464828,0.00819112
560,0.820106,206.833,200.10758629109793,239.27811443938663,0.0081676140445354,208.52924984298,0.00820106
561,0.821058,206.854,200.12979317179534,239.30466825795662,0.0081770565609455,208.55239131532,0.00821058
562,0.822031,206.875,200.1520421254152,239.33127238511184,0.0081867072760266,208.57557663125,0.00822031
