,AR (-),slope (°),inout
0,2.0636802521653688,21.218011999999998,in
1,1.7899642609330206,172.1432,in
2,4.154620826102583,8.1971245,in
3,1.6853433556484108,208.67363,in
4,1.5597946575526402,38.373634,in
5,1.9879849080339864,180.42818,in
6,8.864510169911041,90.1920394897461,out
7,1.2438253267134711,179.99290466308594,out
8,2.667384479935375,1.2800534963607788,out
9,3.3427141418705393,179.5298309326172,out
10,1.0,0.0,out
11,4.113469153395723,175.52171325683594,out
